-28,-1031,1783,30,-30,-55,7236
-24,-1025,1784,30,-29,-55,7245
-25,-1038,1789,30,-33,-57,7255
-24,-1033,1777,28,-31,-56,7264
-27,-1027,1782,29,-30,-56,7273
-25,-1031,1782,28,-30,-56,7283
-19,-1033,1781,29,-31,-57,7292
-25,-1033,1784,30,-29,-55,7301
-29,-1038,1784,28,-29,-55,7310
-22,-1033,1784,26,-30,-56,7320
-22,-1029,1783,27,-30,-54,7329
-24,-1027,1775,26,-30,-54,7339
-26,-1028,1780,27,-32,-55,7348
-24,-1023,1771,26,-30,-56,7357
-24,-1026,1775,27,-32,-55,7366
-24,-1029,1782,26,-30,-55,7375
-23,-1022,1779,26,-29,-54,7385
-25,-1031,1778,26,-29,-56,7394
-26,-1036,1779,27,-32,-57,7403
-31,-1035,1778,27,-31,-56,7413
-28,-1029,1786,28,-30,-55,7422
-29,-1033,1782,27,-31,-53,7431
-27,-1034,1782,27,-28,-53,7440
-33,-1035,1771,27,-31,-53,7450
-30,-1035,1784,25,-29,-54,7459
-27,-1027,1768,27,-29,-53,7469
-25,-1031,1773,26,-29,-54,7478
-29,-1033,1773,26,-29,-54,7487
-28,-1030,1782,26,-30,-55,7496
-31,-1036,1787,26,-31,-55,7506
-29,-1031,1775,26,-30,-54,7515
-28,-1030,1782,27,-32,-54,7524
-25,-1035,1782,27,-30,-54,7534
-24,-1038,1785,27,-32,-56,7543
-22,-1035,1785,30,-33,-59,7552
-22,-1034,1780,30,-32,-57,7561
-25,-1033,1770,27,-32,-53,7571
-25,-1027,1781,29,-31,-56,7580
-24,-1033,1779,29,-33,-54,7589
-22,-1018,1780,30,-33,-54,7599
-31,-1034,1786,29,-31,-54,7608
-28,-1034,1786,28,-32,-55,7617
-19,-1031,1778,31,-34,-56,7626
-36,-1038,1781,32,-32,-56,7636
-31,-1039,1782,31,-30,-55,7645
-16,-1037,1780,29,-34,-55,7654
-29,-1032,1788,31,-31,-55,7664
-26,-1029,1780,29,-33,-56,7673
-17,-1029,1785,31,-31,-56,7682
-25,-1023,1787,28,-33,-55,7691
-32,-1036,1792,29,-33,-56,7701
-23,-1033,1782,29,-34,-55,7710
-26,-1023,1777,29,-30,-54,7719
-26,-1028,1778,29,-32,-54,7729
-28,-1034,1784,28,-32,-54,7738
-21,-1024,1770,27,-31,-54,7747
-19,-1029,1784,29,-30,-54,7756
-26,-1035,1789,28,-33,-53,7766
-19,-1029,1776,27,-29,-53,7775
-23,-1026,1781,27,-29,-53,7785
-18,-1030,1779,27,-31,-54,7794
-26,-1026,1778,28,-29,-52,7803
-24,-1023,1789,26,-30,-52,7812
-30,-1030,1775,26,-30,-53,7822
-19,-1028,1778,24,-26,-52,7831
-20,-1028,1779,23,-26,-51,7840
-20,-1027,1774,24,-28,-51,7850
-18,-1031,1776,25,-27,-52,7859
-27,-1034,1791,25,-28,-53,7868
-25,-1031,1786,24,-26,-54,7878
-27,-1023,1784,25,-28,-53,7887
-27,-1033,1788,26,-28,-53,7896
-30,-1029,1779,25,-29,-52,7905
-22,-1028,1782,24,-30,-54,7915
-26,-1024,1784,24,-29,-55,7924
-22,-1032,1785,25,-29,-53,7933
-24,-1030,1785,26,-28,-55,7942
-27,-1026,1789,28,-30,-55,7952
-25,-1027,1774,27,-29,-54,7961
-23,-1025,1788,28,-29,-54,7970
-35,-1039,1776,27,-28,-53,7980
-33,-1031,1782,26,-29,-56,7989
-17,-1031,1777,30,-35,-57,7998
-32,-1042,1794,29,-29,-55,8008
-16,-1031,1788,30,-32,-54,8017
-23,-1027,1777,30,-32,-55,8026
-25,-1022,1777,29,-32,-54,8035
-22,-1032,1781,30,-33,-54,8045
-15,-1026,1776,30,-35,-53,8054
-25,-1027,1777,29,-32,-54,8063
-29,-1033,1781,29,-32,-55,8072
-21,-1020,1791,29,-32,-57,8082
-25,-1036,1785,29,-31,-55,8091
-27,-1021,1785,28,-31,-55,8100
-28,-1027,1790,27,-30,-57,8110
-24,-1030,1783,28,-31,-55,8119
-24,-1025,1782,25,-29,-53,8128
-28,-1023,1783,23,-29,-53,8137
-23,-1015,1779,26,-29,-53,8147
-27,-1020,1782,27,-28,-53,8156
-20,-1023,1774,28,-29,-56,8166
-24,-1021,1781,27,-29,-56,8175
-21,-1020,1782,27,-29,-54,8184
-26,-1024,1783,28,-30,-54,8193
-26,-1025,1788,28,-30,-55,8203
-25,-1029,1785,27,-32,-56,8212
-18,-1022,1783,26,-32,-56,8221
-21,-1029,1783,27,-30,-56,8231
-15,-1035,1778,27,-30,-56,8240
-10,-1025,1774,28,-30,-55,8249
-23,-1031,1784,28,-30,-55,8258
-25,-1036,1784,27,-32,-56,8268
-24,-1033,1779,26,-33,-54,8277
-24,-1030,1783,27,-33,-53,8286
-22,-1024,1790,28,-33,-52,8296
-19,-1030,1780,29,-33,-53,8305
-22,-1022,1779,29,-33,-56,8314
-25,-1021,1788,31,-33,-55,8323
-21,-1016,1787,29,-34,-55,8333
-23,-1020,1793,29,-33,-56,8342
-18,-1020,1793,28,-29,-55,8351
-25,-1025,1782,27,-29,-54,8361
